table_name,column_description,column_name
FUL_FULFILLMENT,"Indicates whether we are allowing over packing for the pullback orders or not, if OverageAllowed is set to true and order type is Pullback then user will be allowed to ship or pack more than order quantity for any line. If OverageAllowed is set to false, user will not be allowed to ship or pack more than order quantity.",OVERAGE_ALLOWED
FUL_FULFILLMENT,Indicates if the fulfillment is a parcel or non-parcel.,IS_NON_PARCEL
FUL_FULFILLMENT,Unique ID used to identify the customer,CUSTOMER_ID
FUL_FULFILLMENT,"This specifies the locale in which the order was captured. If item attributes such as description, style, etc. are null on order creation, the attributes will be populated in this locale if translations are available in the item component. If no translations exist for the specified locale, then the default item attributes are saved. This field cannot be edited once an fulfillment is created.Valid values are locale codes supported in base like en, es, pt, etc.",ORDER_LOCALE
FUL_FULFILLMENT,Indicates if the fulfillment should be picked in a slotted cart or not,IS_PICK_TO_SLOT
FUL_FULFILLMENT,"This field represents the organization in which the order is captured. This will be populated only when the ordering organization is different from the fulfilling store’s organization. This field should not be populated for other kinds of fulfillments like replenishments, pullbacks etc",ORDER_ORG_ID
FUL_FULFILLMENT,Currency Code of the order sent from in the release from OM. This field represents the currency in which the order is placed.,CURRENCY_CODE
FUL_FULFILLMENT,This is an additional classification with delivery methods. This differentiates orders between in-store pickup vs curbside pickup and similarly ship to address vs send sale orders.,DELIVERY_METHOD_SUB_TYPE
FUL_FULFILLMENT,This indicates when the customer has arrived in the parking area to pick up the order.,PICKUP_ARRIVAL_DATE_TIME
FUL_FULFILLMENT,This attribute keeps the original value of delivery method subtype when the order was released to fulfillment. Because the other attribute i.e. ‘Delivery method subtype’ value can get change if the fulfillment parameter ‘Capture the actual pickup type of the pickup at store order during the pickup’ is enabled.,ORDER_DELIVERY_METHOD_SUB_TYPE
FUL_FULFILLMENT,Indicates that the customer is on their way to the store. It is used within the store application to differentiate between Arrived and On the Way curbside pickup orders.,IS_CUSTOMER_ON_THE_WAY
FUL_FULFILLMENT,Indicates customer’s expected time of arrival at the store. The pickupETADateTime is calculated by the updatePickupFulfillmentsAndNotify API if PickupETA is passed as input.,PICKUP_E_T_A_DATE_TIME
FUL_FULFILLMENT,Indicates if the fulfillment needs to be shipped using a same day delivery carrier.,IS_SAME_DAY_DELIVERY
FUL_FULFILLMENT,Indicates if the fulfillment was converted from a pickup order to a shipment order.,IS_PICKUP_CONVERT_TO_SHIPMENT
FUL_FULFILLMENT,Indicates whether the fulfillment is eligible for conversion from pick up at store to ship to address.,CAN_SHIP_TO_ADDRESS
FUL_FULFILLMENT,Defines the transfer type for a store initiated transfer.,TRANSFER_TYPE_ID
FUL_FULFILLMENT,Indicates if the fulfillment is created against a Reserve Online and Pickup in Store order. These orders are Pickup in Store orders which are created without any payment information and are paid for at the time of their pickup.,IS_R_O_P_I_S
FUL_FULFILLMENT,"In the case of external POS integration, ROPIS orders are assumed to be paid if the Store Associate acknowledges the popup which ensues on the tap of the Confirm Pickup button. It is the Store Associate’s responsibility to ensure that the required amount is paid using an external register before they acknowledge the popup. In the case of internal POS integrations, Active POS handles the balance due payment and once the payment is successful, this flag is updated to true. A true value implies that the payment is received in full. This property is meant for auditing purposes only and it doesn’t update the Payment Header in the payment component. ",CONSIDER_R_O_P_I_S_PAID
FUL_FULFILLMENT,This indicates the sum of the shorted quantities of fulfillment lines.,TOTAL_SHORTS_QUANTITY
FUL_FULFILLMENT,This indicates the total time taken to complete picking process in minutes.,PICK_DURATION
FUL_FULFILLMENT,This indicates the total time taken to complete packing process in minutes.,PACK_DURATION
FUL_FULFILLMENT,This indicates whether the fulfillment was picked on time or not with respect to the defined goal time.,ON_TIME
FUL_FULFILLMENT,The User ID of the associate who performed picking process.,PICKED_BY
FUL_FULFILLMENT,The User ID of the associate who performed packing process.,PACKED_BY
FUL_FULFILLMENT,Date and time before which fulfillment operations should be completed based on store hours.,GOAL_END_DATE_TIME
FUL_FULFILLMENT,Boolean field specifies whether a fulfillment is in picking stage or not.,IS_ACTIVE_PICK_TASK
FUL_FULFILLMENT,cancel reason code for the cancelled fulfillment,CANCEL_REASON_ID
FUL_FULFILLMENT,Extended Attribute,EXT_FLSHIPMETHOD
FUL_FULFILLMENT,Extended Attribute,EXT_RESIDENTIAL
FUL_FULFILLMENT,Extended Attribute,JSON_STORE
FUL_FULFILLMENT_LINE,Unique identifier of fulfillment line.,FULFILLMENT_LINE_ID
FUL_FULFILLMENT_LINE,Unique identifier of release,RELEASE_ID
FUL_FULFILLMENT_LINE,Unique identifier of release line,RELEASE_LINE_ID
FUL_FULFILLMENT_LINE,Status that indicates the stage of processing of the fulfillment line,FULFILLMENT_LINE_STATUS_ID
FUL_FULFILLMENT_LINE,name of the items that needs to be fulfilled.,ITEM_ID
FUL_FULFILLMENT_LINE,description of the item that needs to be fulfilled,ITEM_DESCRIPTION
FUL_FULFILLMENT_LINE,UPC for this item,ITEM_UPC
FUL_FULFILLMENT_LINE,The style of the requested item ,ITEM_STYLE
FUL_FULFILLMENT_LINE,The color of the requested item.,ITEM_COLOR
FUL_FULFILLMENT_LINE,The size of the requested item,ITEM_SIZE
FUL_FULFILLMENT_LINE,The unit weight of the item,ITEM_UNIT_WEIGHT
FUL_FULFILLMENT_LINE,The URI of the small image for the item,ITEM_SMALL_IMAGE_U_R_I
FUL_FULFILLMENT_LINE,"Required. If null, this field is populated from weight UOM of the item. Permitted values are LB, KG and OZS (case sensitive)",WEIGHT_U_O_M
FUL_FULFILLMENT_LINE,The department in store where the requested item belongs to.,STORE_DEPARTMENT
FUL_FULFILLMENT_LINE,The ordered quantity of the requested item,ORDERED_QTY
FUL_FULFILLMENT_LINE,"Total quantity of items picked, including both the requested item and any substitution items",PICKED_QTY
FUL_FULFILLMENT_LINE,Quantity of items packed for the requested item,PACKED_QTY
FUL_FULFILLMENT_LINE,Quantity of items shipped for the requested item,SHIPPED_QTY
FUL_FULFILLMENT_LINE,Quantity of items sorted for the requested item,SORTED_QTY
FUL_FULFILLMENT_LINE,Quantity of items received for the requested item,RECEIVED_QTY
FUL_FULFILLMENT_LINE,Quantity of items cancelled for the requested item,CANCELLED_QTY
FUL_FULFILLMENT_LINE,The unit of measure for the item,QUANTITY_UOM
FUL_FULFILLMENT_LINE,Indicates if we need to capture the serial number for the item during fulfillment,IS_SERIAL_NUMBER_REQUIRED
FUL_FULFILLMENT_LINE,This is the serial numbers of the items that are being fulfilled and is a delimited text with the list of serial numbers.,SERIAL_NUMBERS
FUL_FULFILLMENT_LINE,This is the reference order id from the order component,ORDER_ID
FUL_FULFILLMENT_LINE,This is the reference order line id from the order component,ORDER_LINE_ID
FUL_FULFILLMENT_LINE,Indicates if this item is fulfilled as a gift item,IS_GIFT
FUL_FULFILLMENT_LINE,Indicates if the item is hazardous,IS_HAZMAT
FUL_FULFILLMENT_LINE,This is the allocation information from order promising,ALLOCATION_ID
FUL_FULFILLMENT_LINE,Not used for any processing logic in SIF. It is just a pass-through field that is persisted. This is the allocation object type from order promising.,SUPPLY_TYPE_ID
FUL_FULFILLMENT_LINE,Id of the state transition pipeline.,PIPELINE_ID
FUL_FULFILLMENT_LINE,"Unique identifier of the ASN. Applicable only to ship to store fulfillment lines which are allocated against in-transit inventory. If this is blank in the order release, then the fulfillment is converted from STS-Pickup to BOPIS.",ASN_ID
FUL_FULFILLMENT_LINE,Indicates the actual unit price of the item. This does not include the tax or discounts applied on the item,ITEM_UNIT_PRICE
FUL_FULFILLMENT_LINE,Indicates if the line is returned to the shelf,RETURNED_TO_SHELF
FUL_FULFILLMENT_LINE,Original quantity picked by store,ORIGINAL_PICKED_QTY
FUL_FULFILLMENT_LINE,Number of times fulfillment line has been shorted (backordered) from other locations,LINE_SHORT_COUNT
FUL_FULFILLMENT_LINE,"Denotes if the customer has permitted substitution of the item that they have ordered. Accepts three values: ''DoNotSubstitute'', ''BestAvailable'', and ''SpecificItem''. ''DoNotSubstitute'' means that the customer hasn''t allowed substitution of the ordered item. ''BestAvailable'' implies that substitution is allowed in line with the configured substitution rules in Active Omni, an external OMS, or based on the store associate''s discretion. ''SpecificItem'' denotes that substitution is allowed only from the customer specified items.",FULFILLMENT_SUBSTITUTION_TYPE
FUL_FULFILLMENT_LINE,"Denotes the types of substitutions which are to be enabled in the UI. NONE means this line cannot be substituted, BASIC means this line can be substituted from the list of available items, FREEFORM means that the line can be substituted by any configured item using the context menu, ALL means the line can be substituted either from the list of available items or any configured item using the context menu.",ALLOWED_SUBSTITUTION_ON_U_I
FUL_FULFILLMENT_LINE,"This temporary property is meant to be used only during reprint pickupslip for a fulfillment that involves an item which has been substituted. During reprint, scanning a substituted item should reprint the pickup slip for that fufillment. This will be deprecated in future.",SUBSTITUTED_ITEM_ID
FUL_FULFILLMENT_LINE,Field on the entity to store purge date),PURGE_DATE
FUL_FULFILLMENT_LINE,cancel reason code for the cancelled item,CANCEL_REASON_ID
FUL_QUANTITY_DETAIL,Unique identifier of the item.,ITEM_ID
FUL_QUANTITY_DETAIL,Picked quantity of the item.,PICKED_QTY
FUL_QUANTITY_DETAIL,Cancelled quantity of the item.,CANCELLED_QTY
FUL_QUANTITY_DETAIL,Quantity of the item that has been picked up by or shipped to the customer.,SHIPPED_QTY
FUL_QUANTITY_DETAIL,Unit of measurement of the item.,UOM
FUL_QUANTITY_DETAIL,Reason code to be used to the short the originally ordered item if its substituted.,SUBSTITUTION_REASON_ID
FUL_QUANTITY_DETAIL,Reason code which states why the customer decided to cancel the substitute item (partially or fully) at the time of pickup.,CANCEL_REASON_ID
FUL_QUANTITY_DETAIL,Indicates the type of quantityDetail used to differentiate details of Original vs Substitute item,DETAIL_TYPE
FUL_QUANTITY_DETAIL,Field on the entity to store purge date),PURGE_DATE
FUL_FULFILLMENT_LINE_SHORTS,The shorted quantity of the fulfillment line,SHORT_QUANTITY
FUL_FULFILLMENT_LINE_SHORTS,The unit of measure for the item,SHORT_QUANTITY_UOM
FUL_FULFILLMENT_LINE_SHORTS,Identifier of short reason code.,SHORT_REASON_ID
FUL_FULFILLMENT_LINE_SHORTS,"Transaction type name, like Pick or Pack during which this record is created",TRANSACTION_TYPE
FUL_FULFILLMENT_LINE_SHORTS,Field on the entity to store purge date),PURGE_DATE
FUL_PACKAGES,Reference to Fulfillment ID for which the package belongs to.,FULFILLMENT_ID
FUL_PACKAGES,Unique identifier of package. This will be a unique identifier to identify the package when it is created in our system.,PACKAGE_ID
FUL_PACKAGES,Field on the entity to store purge date),PURGE_DATE
FUL_PACKAGES,Unique identifier of the type of a package. The package type ID defined in the base data.,PACKAGE_TYPE_ID
FUL_PACKAGES,type of package.,TYPE
FUL_PACKAGES,,GROSS_WEIGHT_QTY
FUL_PACKAGES,,GROSS_WEIGHT_UOM
FUL_PACKAGES,,GROSS_VOLUME_QTY
FUL_PACKAGES,,GROSS_VOLUME_UOM
FUL_PACKAGES,The unique tracking number provided by the carrier.,TRACKING_NUMBER
FUL_PACKAGES,"If populated by the carrier, this barcode can be scanned during receiving to receive the package. Out of the box, the FedEx carrier barcode is supported.",CARRIER_BARCODE
FUL_PACKAGES,Return tracking number generated for customer returns.,RETURN_TRACKING_NUMBER
FUL_PACKAGES,Ship via which is requested to fulfill the particular fulfillment.,SHIP_VIA_ID
FUL_PACKAGES,Service Level which is used to ship the package.Inherited from fulfillment.,SERVICE_LEVEL_CODE
FUL_PACKAGES,Carrier used for shipping the package. Inherited from fulfillment.,CARRIER_CODE
FUL_PACKAGES,Location from where the package is shipped from.,SHIP_FROM_LOCATION_ID
FUL_PACKAGES,Location to which package is shipped to,SHIP_TO_LOCATION_ID
FUL_PACKAGES,Location where the packages are present currently,CURRENT_LOCATION_ID
FUL_PACKAGES,,SHIP_TO_ADDRESS_FIRSTNAME
FUL_PACKAGES,,SHIP_TO_ADDRESS_LASTNAME
FUL_PACKAGES,,SHIP_TO_ADDRESS_ADDRESS1
FUL_PACKAGES,,SHIP_TO_ADDRESS_ADDRESS2
FUL_PACKAGES,,SHIP_TO_ADDRESS_ADDRESS3
FUL_PACKAGES,,SHIP_TO_ADDRESS_CITY
FUL_PACKAGES,,SHIP_TO_ADDRESS_STATE
FUL_PACKAGES,,SHIP_TO_ADDRESS_POSTALCODE
FUL_PACKAGES,,SHIP_TO_ADDRESS_COUNTY
FUL_PACKAGES,,SHIP_TO_ADDRESS_COUNTRY
FUL_PACKAGES,,SHIP_TO_ADDRESS_PHONE
FUL_PACKAGES,,SHIP_TO_ADDRESS_EMAIL
FUL_PACKAGES,Indicated if package contains hazardous items.,CONTAINS_HAZMAT
FUL_PACKAGES,Date and Time when package is shipped.,SHIPPED_DATE_TIME
FUL_PACKAGES,Date and time when package is received.,RECEIVED_DATE_TIME
FUL_PACKAGES,Unique identifier used to denote a packing activity.,TASK_GROUP_ID
FUL_PACKAGES,Unique identifier used to denote each individual package which is created as a result of the packing activity.,TASK_ID
FUL_PACKAGES,Indicates whether the package is rejected one,IS_REJECTED_PACKAGE
FUL_PACKAGES,"Package, Item or load. Receiving process honors the receipt type and enables the receiving to happen by scanning the package or item. If the receipt type is load, store associate can receive the entire shipment by scanning only one of the packages.",RECEIPT_TYPE
FUL_PACKAGES,It is used to store the previous receipt type of the package whose inventory is adjusted during the receiving process. Its default value is null and it remains so if the package is received without any adjustments during receipt.,PREVIOUS_RECEIPT_TYPE
FUL_PACKAGES,Customer Pickup or Store Inventory,DELIVERY_TYPE
FUL_PACKAGES,Used in Ship to Store. The pickup leg fulfillment to which this package belongs,PICKUP_FULFILLMENT_ID
FUL_PACKAGES,Shipment identifier of the shipped packages from an Active store to another location,SHIPMENT_ID
FUL_PACKAGES,Estimated delivery date of the package,ESTIMATED_DELIVERY_DATE
FUL_PACKAGES,This is the status of the shipment/package delivery from the carrier and it is updated when the shipment/package is delivered by the carrier at the store.,DELIVERY_STATUS
FUL_PACKAGES,Date and time when the package is built,PACKED_DATE_TIME
FUL_PACKAGES,"It is the Order ID which is received, in the Fulfillment, from the OMS. It is populated for the Ship to Address, Ship to Store merge legs, Pullbacks and Transfers, and Replenishments related Packages. In the UI, it is displayed only for those Packages whose fulfillments have the Order ID available.",ORDER_ID
FUL_PACKAGES,Indicates whether the package is late shipment after the package already received in the store.,LATE_SHIPMENT
FUL_PACKAGES,"Captures User ID of the Store Associate who closes a Store Initiated Transfer, Corporate Transfer, or a Customer Shipment Package. It is used to display “Packed By” Store Associate’s name in Completed Shipments UI.",PACKED_BY
FUL_PACKAGES,"Identifies whether a package is a Pullback / Corporate Transfer, Store Initiated Transfer, or a Customer Shipment. All Ship to Address and Ship to Store merge leg packages are classified as Customer Shipments. The Shipment Type is displayed in the Completed Shipments UI and is also available as a filtering option there.",SHIPMENT_TYPE
FUL_PACKAGES,Indicates the status of package.,PACKAGE_STATUS
FUL_PACKAGE_DETAIL,Unique identifier of package details.,PACKAGE_DETAIL_ID
FUL_PACKAGE_DETAIL,Reference to Fulfillment ID for which the package belongs to.,FULFILLMENT_ID
FUL_PACKAGE_DETAIL,Reference to Fulfillment Line ID for which the package belongs to.,FULFILLMENT_LINE_ID
FUL_PACKAGE_DETAIL,Reference to Item Id.,ITEM_ID
FUL_PACKAGE_DETAIL,Description of the Item.,ITEM_DESCRIPTION
FUL_PACKAGE_DETAIL,,QUANTITY_QTY
FUL_PACKAGE_DETAIL,,QUANTITY_UOM
FUL_PACKAGE_DETAIL,,RECEIVED_QUANTITY_QTY
FUL_PACKAGE_DETAIL,,RECEIVED_QUANTITY_UOM
FUL_PACKAGE_DETAIL,,WEIGHT_QTY
FUL_PACKAGE_DETAIL,,WEIGHT_UOM
FUL_PACKAGE_DETAIL,,VOLUME_QTY
FUL_PACKAGE_DETAIL,,VOLUME_UOM
FUL_PACKAGE_DETAIL,Country name from where the Item is originated.,COUNTRY_OF_ORIGIN
FUL_PACKAGE_DETAIL,Indicates whether the Item is hazardous or not.,IS_HAZARDOUS
FUL_PACKAGE_DETAIL,Serial Number for a package,SERIAL_NUMBER
FUL_PACKAGE_DETAIL,This is the gift card number.,GIFT_CARD_NUMBER
FUL_PACKAGE_DETAIL,This is the gift card pin.,GIFT_CARD_PIN
FUL_PACKAGE_DETAIL,Indicates the value of gift card,GIFT_CARD_VALUE
FUL_PACKAGE_DETAIL,,SHORT_QUANTITY_QTY
FUL_PACKAGE_DETAIL,,SHORT_QUANTITY_UOM
FUL_PACKAGE_DETAIL,The reason for shorting the fulfillment line quantity,SHORT_REASON_ID
FUL_PACKAGE_DETAIL,Field on the entity to store purge date),PURGE_DATE
ORD_ORDER,Unique identifier of order. If this is not already populated by an external system then the system populates this field with a next-up value,ORDER_ID
ORD_ORDER,Field on the entity to store purge date),PURGE_DATE
ORD_ORDER,Unique ID used to identify the customer,CUSTOMER_ID
ORD_ORDER,First name for the customer on this order,CUSTOMER_FIRST_NAME
ORD_ORDER,Last name for the customer on this order,CUSTOMER_LAST_NAME
ORD_ORDER,Phone number for the customer on this order,CUSTOMER_PHONE
ORD_ORDER,E-mail address for the customer on this order,CUSTOMER_EMAIL
ORD_ORDER,The Customer Type for the customer on this Order. The Customer type is used to differentiate categories of customers,CUSTOMER_TYPE_ID
ORD_ORDER,"Unique alternate identifier of order, as defined by external system",ALTERNATE_ORDER_ID
ORD_ORDER,Specific store location ID where transaction was captured. This needs to be the location ID of a store existing in the system.,SELLING_LOCATION_ID
ORD_ORDER,"Priority of order, used in case of constrained inventory",PRIORITY
ORD_ORDER,Indicates if the order is on hold,IS_ON_HOLD
ORD_ORDER,Indicates if the order is confirmed,IS_CONFIRMED
ORD_ORDER,"If set true ,it indicates that the order has been originally captured off-line i.e. Edge Mode. If set false then order has been captured on-line.",IS_CAPTURED_OFFLINE
ORD_ORDER,Indicates if the order is cancelled,IS_CANCELLED
ORD_ORDER,"If isCancelled is true, these are comments entered for the cancellation",CANCEL_COMMENTS
ORD_ORDER,Date of initial order capture from the order capture system,CAPTURED_DATE
ORD_ORDER,Indicates if order is tax exempt,IS_TAX_EXEMPT
ORD_ORDER,"If isTaxExempt is true for this order, then this is the taxexemptid which represents the tax excempt reason",TAX_EXEMPT_ID
ORD_ORDER,"If isTaxExempt is true for this order, these are the comments entered",TAX_EXEMPT_COMMENTS
ORD_ORDER,Currency code to be used for processing the order payment,CURRENCY_CODE
ORD_ORDER,"Indicates if order is ready to be tendered.  If true, order component will invoke payment component to process payment.",IS_READY_FOR_TENDER
ORD_ORDER,Date of the order confirmation,CONFIRMED_DATE
ORD_ORDER,Indicates if the tax has been overridden,IS_TAX_OVERRIDDEN
ORD_ORDER,Sum of all charges for the order and order lines,TOTAL_CHARGES
ORD_ORDER,Sum of all discounts for the order and order lines,TOTAL_DISCOUNTS
ORD_ORDER,Sum of all taxes for the order and order lines,TOTAL_TAXES
ORD_ORDER,"It has the tax override value. The value can be in terms of percentage or flat number and the precision is upto 2 places of decimal. When there is a need to provide a percentage for taxOverrideValue which requires higher precision (upto 3 or 4 places of decimal, say 2.3456), then donot use this attribute instead use taxOverridePercValue",TAX_OVERRIDE_VALUE
ORD_ORDER,"It has the tax override value in percentage. This attribute can have values with a precision upto 4 places of decimal. Hence when the tax override percentage requires higher precision, then this attribute must be used.",TAX_OVRD_PERC_VALUE
ORD_ORDER,Sum of all order line subtotals where each order line subtotal is the item price times the order line quantity.,ORDER_SUB_TOTAL
ORD_ORDER,"Sum of items, charges, discounts, and taxes for the order and order lines",ORDER_TOTAL
ORD_ORDER,"Sum of items, charges, discounts, and taxes for the order and order lines at the time of confirmation",CONFIRMED_ORDER_TOTAL
ORD_ORDER,Indicates if the order is post-voided,IS_POST_VOIDED
ORD_ORDER,"Identifier of existing reservation.  If inventory is already reserved for this order, the reservationRequestId for the reservation is populated here so that Promising can allocate this order against these reserved quantities",PARENT_RESERVATION_REQUEST_ID
ORD_ORDER,This column used by monitoring framework to set the time at which the immediate/next event has to occur,NEXT_EVENT_TIME
ORD_ORDER,Date on which order would be archived post completion or cancellation,ARCHIVE_DATE
ORD_ORDER,Total number of non-cancelled lines having deliveryMethod as StoreSale,STORE_SALE_COUNT
ORD_ORDER,Total number of lines including Cancelled line having devliveryMethod as ShipToAddress or ShipToStore or PickUpAtStore or Email,ORDER_LINE_COUNT
ORD_ORDER,Total number of non-cancelled lines having deliveryMethod as StoreReturn,STORE_RETURN_COUNT
ORD_ORDER,Count of order lines where isReturn = true. Used for displaying return order lines in the DS UI and to identify orders where any return items exist,RETURN_LINE_COUNT
ORD_ORDER,Total number of cancelled lines in order,CANCEL_LINE_COUNT
ORD_ORDER,"Number of packages the customer will be shipping to the return center. Used to request labels from the carrier. For instance, if the customer indicates that two packages are required for shipping their return items, then the CSR inputs 2 in the call center UI, and 2 labels are retrieved from the carrier. The email marketing system emails these two labels to the customer to affix to the return shipments. Required only when delivery method is Ship to Return Center",PACKAGE_COUNT
ORD_ORDER,"Email address to which the return shipping labels should be sent. During call center return creation, this is captured and input by the CSR. Required only when delivery method is Ship to Return Center",RETURN_LABEL_EMAIL
ORD_ORDER,Store''s Business Date on which the order is created.  This can be different from the capture date if the store is opened through more than one calendar date.,BUSINESS_DATE
ORD_ORDER,Indicates if the order is under going archival process,IS_ARCHIVE_IN_PROGRESS
ORD_ORDER,"This property is introduced to handle unArchive failure scenarios.UnArchiving is a multi step process, if any step is failed after Order is loaded from search, this flag value set to true, so that on next unArchive process, it tries to resume the remaining process",IS_UN_ARCHIVE_IN_PROGRESS
ORD_ORDER,Indicates the minimum status of all Return lines within Order. It consider all the lines for which IsReturn is true and among such lines this is the minimum status.,MIN_RETURN_STATUS_ID
ORD_ORDER,Indicates the maximum status of all Return lines within Order. It consider all the lines for which IsReturn is true and among such lines this is the maximum status.,MAX_RETURN_STATUS_ID
ORD_ORDER,Indicates the minimum fulfillment lifecycle status of all units on the order,MIN_FULFILLMENT_STATUS_ID
ORD_ORDER,Indicates the maximum fulfillment lifecycle status of all units on the order,MAX_FULFILLMENT_STATUS_ID
ORD_ORDER,Identifies the Suspended order ID  which is  resumed in the current order.  It should be populated only on the resumed order.,SUSPENDED_ORDER_ID
ORD_ORDER,"Order quantities cannot be released before this date and time. This value can be imported on the order, or it can be calculated by the system as a specified amount of time after an order has been allocated. To specify the amount of time, this can be configured on the milestone expected time rule.",DO_NOT_RELEASE_BEFORE
ORD_ORDER,Comments provided by user when a return order is processed by a CSR to expedite refund processing or an exchange shipment.,PROCESS_RETURN_COMMENTS
ORD_ORDER,"This field indicates the total merchandise items (Orderline.isNonMerchandise=False) sold in an order, with delivery option=In store sale,Ship to address/Ship to store/Pick up . The value should get incremented when an In store line is added, decremented if canceled or removed or delivery option changes.",MERCH_SALE_LINE_COUNT
ORD_ORDER,"This field indicates the total merchandise items (Orderline.isNonMerchandise=False) returned at store. This is not determined by the delivery option. Items bought across channels, returned at store are considered. The value should get incremented when an line is added where isReturn=True. Decremented when the line is voided or cancelled.",MERCH_RETURN_LINE_COUNT
ORD_ORDER,"Sum of all cancelled lines'' SubTotal. If the entire order gets cancelled, OrderSubTotal value is moved to this field, Order. OrderSubTotal becomes 0.",CANCELLED_ORDER_SUB_TOTAL
ORD_ORDER,"Sum of the discounts applied on cancelled lines. If the entire order gets cancelled, Order.totalDiscounts is set to 0, value is moved to this field.",CANCELLED_TOTAL_DISCOUNTS
